product_line_id,manufacturer,product_type,architecture_class,family,series,product_line,device_variant_count,source_ids,observed_at,verification_status
infineon::cyt4dn::cyt4dn::cyt4dn,Infineon,general_purpose_mcu,Cortex-M0++Cortex-M7,CYT4DN,CYT4DN,CYT4DN,18,cmsis:Infineon.CAT1C_DFP@1.2.0;cmsis:Infineon.T2G-C-2D_DFP@1.1.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::pmg1-b1::pmg1-b1::pmg1-b1,Infineon,general_purpose_mcu,Cortex-M0,PMG1-B1,PMG1-B1,PMG1-B1,2,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::pmg1-b2::pmg1-b2::pmg1-b2,Infineon,general_purpose_mcu,Cortex-M0,PMG1-B2,PMG1-B2,PMG1-B2,1,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::pmg1-s0::pmg1-s0::pmg1-s0,Infineon,general_purpose_mcu,Cortex-M0,PMG1-S0,PMG1-S0,PMG1-S0,1,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::pmg1-s1::pmg1-s1::pmg1-s1,Infineon,general_purpose_mcu,Cortex-M0,PMG1-S1,PMG1-S1,PMG1-S1,1,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::pmg1-s2::pmg1-s2::pmg1-s2,Infineon,general_purpose_mcu,Cortex-M0,PMG1-S2,PMG1-S2,PMG1-S2,2,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::pmg1-s3::pmg1-s3::pmg1-s3,Infineon,general_purpose_mcu,Cortex-M0+,PMG1-S3,PMG1-S3,PMG1-S3,3,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psc3::psc3::psc3m3ex,Infineon,general_purpose_mcu,Cortex-M33,PSC3,PSC3,PSC3M3Ex,4,cmsis:Infineon.CAT1B_DFP@1.1.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psc3::psc3::psc3m3fx,Infineon,general_purpose_mcu,Cortex-M33,PSC3,PSC3,PSC3M3Fx,4,cmsis:Infineon.CAT1B_DFP@1.1.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psc3::psc3::psc3p2ex,Infineon,general_purpose_mcu,Cortex-M33,PSC3,PSC3,PSC3P2Ex,4,cmsis:Infineon.CAT1B_DFP@1.1.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psc3::psc3::psc3p2fx,Infineon,general_purpose_mcu,Cortex-M33,PSC3,PSC3,PSC3P2Fx,4,cmsis:Infineon.CAT1B_DFP@1.1.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psc3::psc3::psc3x5ex,Infineon,general_purpose_mcu,Cortex-M33,PSC3,PSC3,PSC3x5Ex,9,cmsis:Infineon.CAT1B_DFP@1.1.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psc3::psc3::psc3x5fx,Infineon,general_purpose_mcu,Cortex-M33,PSC3,PSC3,PSC3x5Fx,9,cmsis:Infineon.CAT1B_DFP@1.1.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psc3-p8::psc3-p8::psc3x7f,Infineon,general_purpose_mcu,Cortex-M33,PSC3 P8,PSC3 P8,PSC3x7F,5,cmsis:Infineon.PSC3xxx_DFP@1.0.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psc3-p8::psc3-p8::psc3x7g,Infineon,general_purpose_mcu,Cortex-M33,PSC3 P8,PSC3 P8,PSC3x7G,2,cmsis:Infineon.PSC3xxx_DFP@1.0.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psc3-p8::psc3-p8::psc3x8f,Infineon,general_purpose_mcu,Cortex-M33,PSC3 P8,PSC3 P8,PSC3x8F,4,cmsis:Infineon.PSC3xxx_DFP@1.0.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psc3-p8::psc3-p8::psc3x8g,Infineon,general_purpose_mcu,Cortex-M33,PSC3 P8,PSC3 P8,PSC3x8G,12,cmsis:Infineon.PSC3xxx_DFP@1.0.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4-hvms::psoc-4-hvms::psoc-4-hvms-cy8c4125xxx-hvsxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4 HVMS,PSOC 4 HVMS,PSOC 4 HVMS (CY8C4125xxx-HVSxxx),12,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4-hvms::psoc-4-hvms::psoc-4-hvms-cy8c4126xxx-hvsxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4 HVMS,PSOC 4 HVMS,PSOC 4 HVMS (CY8C4126xxx-HVSxxx),12,cmsis:Infineon.CAT2_DFP@1.6.0;cmsis:Infineon.PSoC-HVMS_DFP@1.0.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4-hvms::psoc-4-hvms::psoc-4-hvms-cy8c4127xxx-hvsxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4 HVMS,PSOC 4 HVMS,PSOC 4 HVMS (CY8C4127xxx-HVSxxx),16,cmsis:Infineon.CAT2_DFP@1.6.0;cmsis:Infineon.PSoC-HVMS_DFP@1.0.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4-hvms::psoc-4-hvms::psoc-4-hvms-cy8c4146xxx-hvsxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4 HVMS,PSOC 4 HVMS,PSOC 4 HVMS (CY8C4146xxx-HVSxxx),24,cmsis:Infineon.CAT2_DFP@1.6.0;cmsis:Infineon.PSoC-HVMS_DFP@1.0.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4-hvms::psoc-4-hvms::psoc-4-hvms-cy8c4147xxx-hvsxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4 HVMS,PSOC 4 HVMS,PSOC 4 HVMS (CY8C4147xxx-HVSxxx),48,cmsis:Infineon.CAT2_DFP@1.6.0;cmsis:Infineon.PSoC-HVMS_DFP@1.0.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4-hvpa::psoc-4-hvpa::psoc-4-hvpa-144k-cy8c4126xxx-hvxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4 HVPA,PSOC 4 HVPA,PSOC 4 HVPA 144k (CY8C4126xxx-HVxxx),3,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4-hvpa::psoc-4-hvpa::psoc-4-hvpa-144k-cy8c4127xxx-hvxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4 HVPA,PSOC 4 HVPA,PSOC 4 HVPA 144k (CY8C4127xxx-HVxxx),3,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4-hvpa::psoc-4-hvpa::psoc-4-hvpa-144k-cy8c4147xxx-hvxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4 HVPA,PSOC 4 HVPA,PSOC 4 HVPA 144k (CY8C4147xxx-HVxxx),3,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4-hvpa::psoc-4-hvpa::psoc-4-hvpa-spm-1-0-cy8c4147xxx-hvxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4 HVPA,PSOC 4 HVPA,PSOC 4 HVPA SPM 1.0 (CY8C4147xxx-HVxxx),6,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4000s::psoc-4000s::psoc-4000s-cy8c40x4xxx-s4xx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4000S,PSOC 4000S,PSOC 4000S (CY8C40x4xxx-S4xx),21,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4000s::psoc-4000s::psoc-4000s-cy8c40x5xxx-s4xx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4000S,PSOC 4000S,PSOC 4000S (CY8C40x5xxx-S4xx),37,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4000t::psoc-4000t::psoc-4000t-cy8c40x5xxx-txxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4000T,PSOC 4000T,PSOC 4000T (CY8C40x5xxx-Txxx),20,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4000t::psoc-4000t::psoc-4000t-cy8c40x6xxx-txxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4000T,PSOC 4000T,PSOC 4000T (CY8C40x6xxx-Txxx),23,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4100s::psoc-4100s::psoc-4100s-cy8c41x4xxx-sxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4100S,PSOC 4100S,PSOC 4100S (CY8C41x4xxx-Sxxx),28,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4100s::psoc-4100s::psoc-4100s-cy8c41x5xxx-sxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4100S,PSOC 4100S,PSOC 4100S (CY8C41x5xxx-Sxxx),40,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4100s::psoc-4100s::psoc-4100s-cy8c41x6xxx-sxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4100S,PSOC 4100S,PSOC 4100S (CY8C41x6xxx-Sxxx),37,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4100s-max::psoc-4100s-max::psoc-4100s-max-cy8c4147xxx-sxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4100S Max,PSOC 4100S Max,PSOC 4100S Max (CY8C4147xxx-Sxxx),51,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4100s-max::psoc-4100s-max::psoc-4100s-max-cy8c4148xxx-sxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4100S Max,PSOC 4100S Max,PSOC 4100S Max (CY8C4148xxx-Sxxx),65,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4100s-max::psoc-4100s-max::psoc-4100s-max-cy8c4149xxx-sxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4100S Max,PSOC 4100S Max,PSOC 4100S Max (CY8C4149xxx-Sxxx),77,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4100s-plus::psoc-4100s-plus::psoc-4100s-plus-cy8c41x6xxx-sxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4100S Plus,PSOC 4100S Plus,PSOC 4100S Plus (CY8C41x6xxx-Sxxx),88,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4100s-plus::psoc-4100s-plus::psoc-4100s-plus-cy8c41x7xxx-sxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4100S Plus,PSOC 4100S Plus,PSOC 4100S Plus (CY8C41x7xxx-Sxxx),175,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4100s-plus-256kb::psoc-4100s-plus-256kb::psoc-4100s-plus-cy8c41x8xxx-sxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4100S Plus 256KB,PSOC 4100S Plus 256KB,PSOC 4100S Plus (CY8C41x8xxx-Sxxx),22,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4100t-plus::psoc-4100t-plus::psoc-4100t-plus-cy8c4146xxx-txxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4100T Plus,PSOC 4100T Plus,PSOC 4100T Plus (CY8C4146xxx-Txxx),14,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4100t-plus::psoc-4100t-plus::psoc-4100t-plus-cy8c4147xxx-txxx-16kb-sram,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4100T Plus,PSOC 4100T Plus,PSOC 4100T Plus (CY8C4147xxx-Txxx) 16KB SRAM,15,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4100t-plus::psoc-4100t-plus::psoc-4100t-plus-cy8c4147xxx-txxx-32kb-sram,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4100T Plus,PSOC 4100T Plus,PSOC 4100T Plus (CY8C4147xxx-Txxx) 32KB SRAM,12,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4100t-plus-256kb::psoc-4100t-plus-256kb::psoc-4100t-plus-256kb-cy8c4148xxx-txxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4100T Plus 256KB,PSOC 4100T Plus 256KB,PSOC 4100T Plus 256KB (CY8C4148xxx-Txxx),2,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4500h::psoc-4500h::cy8c6xx4,Infineon,general_purpose_mcu,Cortex-M0++Cortex-M4,PSOC 4500H,PSOC 4500H,CY8C6xx4,6,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4500s::psoc-4500s::psoc-4500s-cy8c45x6xxx-sxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4500S,PSOC 4500S,PSOC 4500S (CY8C45x6xxx-Sxxx),5,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4500s::psoc-4500s::psoc-4500s-cy8c45x7xxx-sxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4500S,PSOC 4500S,PSOC 4500S (CY8C45x7xxx-Sxxx),14,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4500s::psoc-4500s::psoc-4500s-cy8c45x8xxx-sxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4500S,PSOC 4500S,PSOC 4500S (CY8C45x8xxx-Sxxx),10,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4700s::psoc-4700s::psoc-4700s-cy8c47x4xxx-s4xx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4700S,PSOC 4700S,PSOC 4700S (CY8C47x4xxx-S4xx),5,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4700s::psoc-4700s::psoc-4700s-cy8c47x5xxx-s4xx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4700S,PSOC 4700S,PSOC 4700S (CY8C47x5xxx-S4xx),8,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4700s::psoc-4700s::psoc-4700s-cy8c47x6xxx-sxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4700S,PSOC 4700S,PSOC 4700S (CY8C47x6xxx-Sxxx),1,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-4700s::psoc-4700s::psoc-4700s-cy8c47x7xxx-sxxx,Infineon,general_purpose_mcu,Cortex-M0+,PSOC 4700S,PSOC 4700S,PSOC 4700S (CY8C47x7xxx-Sxxx),1,cmsis:Infineon.CAT2_DFP@1.6.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-60::psoc-60::cy8c6016,Infineon,general_purpose_mcu,Cortex-M4,PSOC 60,PSOC 60,CY8C6016,1,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-60::psoc-60::cy8c6036,Infineon,general_purpose_mcu,Cortex-M4,PSOC 60,PSOC 60,CY8C6036,1,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-61::psoc-61::cy8c6116,Infineon,general_purpose_mcu,Cortex-M4,PSOC 61,PSOC 61,CY8C6116,1,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-61::psoc-61::cy8c6117,Infineon,general_purpose_mcu,Cortex-M4,PSOC 61,PSOC 61,CY8C6117,3,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-61::psoc-61::cy8c61x4,Infineon,general_purpose_mcu,Cortex-M4,PSOC 61,PSOC 61,CY8C61x4,18,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-61::psoc-61::cy8c61x5,Infineon,general_purpose_mcu,Cortex-M4,PSOC 61,PSOC 61,CY8C61x5,13,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-61::psoc-61::cy8c61x6,Infineon,general_purpose_mcu,Cortex-M4,PSOC 61,PSOC 61,CY8C61x6,5,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-61::psoc-61::cy8c61x7,Infineon,general_purpose_mcu,Cortex-M4,PSOC 61,PSOC 61,CY8C61x7,6,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-61::psoc-61::cy8c61x8,Infineon,general_purpose_mcu,Cortex-M4,PSOC 61,PSOC 61,CY8C61x8,5,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-61::psoc-61::cy8c61xa,Infineon,general_purpose_mcu,Cortex-M4,PSOC 61,PSOC 61,CY8C61xA,9,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-62::psoc-62::cy8c62x4,Infineon,general_purpose_mcu,Cortex-M0++Cortex-M4,PSOC 62,PSOC 62,CY8C62x4,18,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-62::psoc-62::cy8c62x5,Infineon,general_purpose_mcu,Cortex-M0++Cortex-M4,PSOC 62,PSOC 62,CY8C62x5,17,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-62::psoc-62::cy8c62x6,Infineon,general_purpose_mcu,Cortex-M0++Cortex-M4,PSOC 62,PSOC 62,CY8C62x6,2,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-62::psoc-62::cy8c62x7,Infineon,general_purpose_mcu,Cortex-M0++Cortex-M4,PSOC 62,PSOC 62,CY8C62x7,11,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-62::psoc-62::cy8c62x8,Infineon,general_purpose_mcu,Cortex-M0++Cortex-M4,PSOC 62,PSOC 62,CY8C62x8,6,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-62::psoc-62::cy8c62xa,Infineon,general_purpose_mcu,Cortex-M0++Cortex-M4,PSOC 62,PSOC 62,CY8C62xA,9,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-63::psoc-63::cy8c6316,Infineon,general_purpose_mcu,Cortex-M4,PSOC 63,PSOC 63,CY8C6316,4,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-63::psoc-63::cy8c6336,Infineon,general_purpose_mcu,Cortex-M4,PSOC 63,PSOC 63,CY8C6336,4,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-63::psoc-63::cy8c63x6-dual,Infineon,general_purpose_mcu,Cortex-M0++Cortex-M4,PSOC 63,PSOC 63,CY8C63x6 Dual,2,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-63::psoc-63::cy8c63x7,Infineon,general_purpose_mcu,Cortex-M4,PSOC 63,PSOC 63,CY8C63x7,1,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-63::psoc-63::cy8c63x7-dual,Infineon,general_purpose_mcu,Cortex-M0++Cortex-M4,PSOC 63,PSOC 63,CY8C63x7 Dual,16,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-64::psoc-64::cyb06xx5,Infineon,general_purpose_mcu,Cortex-M0++Cortex-M4,PSOC 64,PSOC 64,CYB06xx5,1,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-64::psoc-64::cyb06xx7,Infineon,general_purpose_mcu,Cortex-M0++Cortex-M4,PSOC 64,PSOC 64,CYB06xx7,4,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-64::psoc-64::cyb06xxa,Infineon,general_purpose_mcu,Cortex-M0++Cortex-M4,PSOC 64,PSOC 64,CYB06xxA,1,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoc-64::psoc-64::cys06xxa,Infineon,general_purpose_mcu,Cortex-M0++Cortex-M4,PSOC 64,PSOC 64,CYS06xxA,2,cmsis:Infineon.CAT1A_DFP@1.7.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoce84::psoce84::pse8x2x2xxxx4,Infineon,general_purpose_mcu,Cortex-M33+Cortex-M55,PSOCE84,PSOCE84,PSE8x2x2xxxx4,6,cmsis:Infineon.PSE8xxx_DFP@1.1.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
infineon::psoce84::psoce84::pse8x2x4xxxx4,Infineon,general_purpose_mcu,Cortex-M33+Cortex-M55,PSOCE84,PSOCE84,PSE8x2x4xxxx4,6,cmsis:Infineon.PSE8xxx_DFP@1.1.0,2026-08-11T12:18:14+00:00,cmsis_pack_metadata
