product_line_id,manufacturer,product_type,architecture_class,family,series,product_line,device_variant_count,source_ids,observed_at,verification_status
qinheng::ch::ch641,Qinheng,general_purpose_mcu,RISC-V,CH,CH641,CH641,5,qinheng:special-table,2026-08-13T09:43:23+00:00,manufacturer_product_page
qinheng::ch::ch643,Qinheng,general_purpose_mcu,RISC-V,CH,CH643,CH643,5,qinheng:special-table,2026-08-13T09:43:23+00:00,manufacturer_product_page
qinheng::ch::ch645,Qinheng,general_purpose_mcu,RISC-V,CH,CH645,CH645,3,qinheng:special-table,2026-08-13T09:43:23+00:00,manufacturer_product_page
qinheng::ch32::ch32f103,Qinheng,general_purpose_mcu,Cortex-M3,CH32,CH32F103,CH32F103,3,qinheng:ch32-data-yaml:CH32F103C6T6.yaml,2026-08-13T09:43:23+00:00,manufacturer_device_database
qinheng::ch32::ch32h415,Qinheng,general_purpose_mcu,RISC-V,CH32,CH32H415,CH32H415,1,qinheng:ch32-data-yaml:CH32H415REU6.yaml,2026-08-13T09:43:23+00:00,manufacturer_device_database
qinheng::ch32::ch32h416,Qinheng,general_purpose_mcu,RISC-V,CH32,CH32H416,CH32H416,1,qinheng:ch32-data-yaml:CH32H416RDU6.yaml,2026-08-13T09:43:23+00:00,manufacturer_device_database
qinheng::ch32::ch32h417,Qinheng,general_purpose_mcu,RISC-V,CH32,CH32H417,CH32H417,3,qinheng:ch32-data-yaml:CH32H417MEU6.yaml,2026-08-13T09:43:23+00:00,manufacturer_device_database
qinheng::ch32::ch32m007,Qinheng,general_purpose_mcu,RISC-V,CH32,CH32M007,CH32M007,3,qinheng:ch32-data-yaml:CH32M007x8x6.yaml,2026-08-13T09:43:23+00:00,manufacturer_device_database
qinheng::ch32::ch32v317,Qinheng,general_purpose_mcu,RISC-V,CH32,CH32V317,CH32V317,2,qinheng:ch32-data-yaml:CH32V317VCT6.yaml,2026-08-13T09:43:23+00:00,manufacturer_device_database
qinheng::ch::ch564,Qinheng,general_purpose_mcu,RISC-V,CH,CH564,CH564,3,qinheng:ch32-data-yaml:CH564.yaml,2026-08-13T09:43:23+00:00,manufacturer_device_database
qinheng::ch::ch571,Qinheng,general_purpose_mcu,RISC-V,CH,CH571,CH571,3,qinheng:ch32-data-yaml:CH571.yaml,2026-08-13T09:43:23+00:00,manufacturer_device_database
qinheng::ch::ch573,Qinheng,general_purpose_mcu,RISC-V,CH,CH573,CH573,2,qinheng:ch32-data-yaml:CH573.yaml,2026-08-13T09:43:23+00:00,manufacturer_device_database
qinheng::ch::ch581,Qinheng,general_purpose_mcu,RISC-V,CH,CH581,CH581,1,qinheng:ch32-data-yaml:CH581.yaml,2026-08-13T09:43:23+00:00,manufacturer_device_database
qinheng::ch::ch582,Qinheng,general_purpose_mcu,RISC-V,CH,CH582,CH582,2,qinheng:ch32-data-yaml:CH582.yaml,2026-08-13T09:43:23+00:00,manufacturer_device_database
qinheng::ch::ch583,Qinheng,general_purpose_mcu,RISC-V,CH,CH583,CH583,1,qinheng:ch32-data-yaml:CH583.yaml,2026-08-13T09:43:23+00:00,manufacturer_device_database
qinheng::ch::ch591,Qinheng,general_purpose_mcu,RISC-V,CH,CH591,CH591,3,qinheng:ch32-data-yaml:CH591.yaml,2026-08-13T09:43:23+00:00,manufacturer_device_database
qinheng::ch::ch592,Qinheng,general_purpose_mcu,RISC-V,CH,CH592,CH592,1,qinheng:ch32-data-yaml:CH592.yaml,2026-08-13T09:43:23+00:00,manufacturer_device_database
