orderable_part_id,device_id,manufacturer,family,series,product_line,device_name,part_number,manufacturer_suffix,package_code,temperature_grade_code,packing_code,package_name,temperature_range,packing_form,lifecycle,source_id,source_url,observed_at,verification_status,decode_status
artery::at32l021f6u7,artery::at32l021f6u7,Artery,AT32,AT32L,AT32L021,AT32L021F6U7,AT32L021F6U7,F6U7,F6U7,,,QFN20,,,active,artery:cmsis:at32l021,https://github.com/ArteryTek/AT32L021_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32l021f6p7,artery::at32l021f6p7,Artery,AT32,AT32L,AT32L021,AT32L021F6P7,AT32L021F6P7,F6P7,F6P7,,,QFN20,,,active,artery:cmsis:at32l021,https://github.com/ArteryTek/AT32L021_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32l021g6u7,artery::at32l021g6u7,Artery,AT32,AT32L,AT32L021,AT32L021G6U7,AT32L021G6U7,G6U7,G6U7,,,QFN28,,,active,artery:cmsis:at32l021,https://github.com/ArteryTek/AT32L021_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32l021c4t7,artery::at32l021c4t7,Artery,AT32,AT32L,AT32L021,AT32L021C4T7,AT32L021C4T7,C4T7,C4T7,,,LQFP48,,,active,artery:cmsis:at32l021,https://github.com/ArteryTek/AT32L021_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32l021k4t7,artery::at32l021k4t7,Artery,AT32,AT32L,AT32L021,AT32L021K4T7,AT32L021K4T7,K4T7,K4T7,,,QFN32,,,active,artery:cmsis:at32l021,https://github.com/ArteryTek/AT32L021_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32l021k4u7,artery::at32l021k4u7,Artery,AT32,AT32L,AT32L021,AT32L021K4U7,AT32L021K4U7,K4U7,K4U7,,,QFN32,,,active,artery:cmsis:at32l021,https://github.com/ArteryTek/AT32L021_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32l021k4u7-4,artery::at32l021k4u7-4,Artery,AT32,AT32L,AT32L021,AT32L021K4U7_4,AT32L021K4U7_4,K4U7_4,U7_4,,,QFN32,,,active,artery:cmsis:at32l021,https://github.com/ArteryTek/AT32L021_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32l021f4u7,artery::at32l021f4u7,Artery,AT32,AT32L,AT32L021,AT32L021F4U7,AT32L021F4U7,F4U7,F4U7,,,QFN20,,,active,artery:cmsis:at32l021,https://github.com/ArteryTek/AT32L021_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32l021f4p7,artery::at32l021f4p7,Artery,AT32,AT32L,AT32L021,AT32L021F4P7,AT32L021F4P7,F4P7,F4P7,,,QFN20,,,active,artery:cmsis:at32l021,https://github.com/ArteryTek/AT32L021_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32l021g4u7,artery::at32l021g4u7,Artery,AT32,AT32L,AT32L021,AT32L021G4U7,AT32L021G4U7,G4U7,G4U7,,,QFN28,,,active,artery:cmsis:at32l021,https://github.com/ArteryTek/AT32L021_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f011c8t7,artery::at32f011c8t7,Artery,AT32,AT32F,AT32F011,AT32F011C8T7,AT32F011C8T7,C8T7,C8T7,,,LQFP48,,,active,artery:cmsis:at32f011,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f011k8t7,artery::at32f011k8t7,Artery,AT32,AT32F,AT32F011,AT32F011K8T7,AT32F011K8T7,K8T7,K8T7,,,QFN32,,,active,artery:cmsis:at32f011,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f011k8u7,artery::at32f011k8u7,Artery,AT32,AT32F,AT32F011,AT32F011K8U7,AT32F011K8U7,K8U7,K8U7,,,QFN32,,,active,artery:cmsis:at32f011,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f011f8p7,artery::at32f011f8p7,Artery,AT32,AT32F,AT32F011,AT32F011F8P7,AT32F011F8P7,F8P7,F8P7,,,QFN20,,,active,artery:cmsis:at32f011,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f421c8t7,artery::at32f421c8t7,Artery,AT32,AT32F,AT32F421,AT32F421C8T7,AT32F421C8T7,C8T7,C8T7,,,LQFP48,,,active,artery:cmsis:at32f421,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f421k8t7,artery::at32f421k8t7,Artery,AT32,AT32F,AT32F421,AT32F421K8T7,AT32F421K8T7,K8T7,K8T7,,,QFN32,,,active,artery:cmsis:at32f421,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f421k8u7,artery::at32f421k8u7,Artery,AT32,AT32F,AT32F421,AT32F421K8U7,AT32F421K8U7,K8U7,K8U7,,,QFN32,,,active,artery:cmsis:at32f421,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f421k8u7-4,artery::at32f421k8u7-4,Artery,AT32,AT32F,AT32F421,AT32F421K8U7_4,AT32F421K8U7_4,K8U7_4,U7_4,,,QFN32,,,active,artery:cmsis:at32f421,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f421f8p7,artery::at32f421f8p7,Artery,AT32,AT32F,AT32F421,AT32F421F8P7,AT32F421F8P7,F8P7,F8P7,,,QFN20,,,active,artery:cmsis:at32f421,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f421g8u7,artery::at32f421g8u7,Artery,AT32,AT32F,AT32F421,AT32F421G8U7,AT32F421G8U7,G8U7,G8U7,,,QFN28,,,active,artery:cmsis:at32f421,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f421c6t7,artery::at32f421c6t7,Artery,AT32,AT32F,AT32F421,AT32F421C6T7,AT32F421C6T7,C6T7,C6T7,,,LQFP48,,,active,artery:cmsis:at32f421,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f421k6t7,artery::at32f421k6t7,Artery,AT32,AT32F,AT32F421,AT32F421K6T7,AT32F421K6T7,K6T7,K6T7,,,QFN32,,,active,artery:cmsis:at32f421,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f421k6u7,artery::at32f421k6u7,Artery,AT32,AT32F,AT32F421,AT32F421K6U7,AT32F421K6U7,K6U7,K6U7,,,QFN32,,,active,artery:cmsis:at32f421,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f421k6u7-4,artery::at32f421k6u7-4,Artery,AT32,AT32F,AT32F421,AT32F421K6U7_4,AT32F421K6U7_4,K6U7_4,U7_4,,,QFN32,,,active,artery:cmsis:at32f421,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f421f6p7,artery::at32f421f6p7,Artery,AT32,AT32F,AT32F421,AT32F421F6P7,AT32F421F6P7,F6P7,F6P7,,,QFN20,,,active,artery:cmsis:at32f421,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f421g6u7,artery::at32f421g6u7,Artery,AT32,AT32F,AT32F421,AT32F421G6U7,AT32F421G6U7,G6U7,G6U7,,,QFN28,,,active,artery:cmsis:at32f421,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f421c4t7,artery::at32f421c4t7,Artery,AT32,AT32F,AT32F421,AT32F421C4T7,AT32F421C4T7,C4T7,C4T7,,,LQFP48,,,active,artery:cmsis:at32f421,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f421k4t7,artery::at32f421k4t7,Artery,AT32,AT32F,AT32F421,AT32F421K4T7,AT32F421K4T7,K4T7,K4T7,,,QFN32,,,active,artery:cmsis:at32f421,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f421k4u7,artery::at32f421k4u7,Artery,AT32,AT32F,AT32F421,AT32F421K4U7,AT32F421K4U7,K4U7,K4U7,,,QFN32,,,active,artery:cmsis:at32f421,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f421k4u7-4,artery::at32f421k4u7-4,Artery,AT32,AT32F,AT32F421,AT32F421K4U7_4,AT32F421K4U7_4,K4U7_4,U7_4,,,QFN32,,,active,artery:cmsis:at32f421,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f421f4p7,artery::at32f421f4p7,Artery,AT32,AT32F,AT32F421,AT32F421F4P7,AT32F421F4P7,F4P7,F4P7,,,QFN20,,,active,artery:cmsis:at32f421,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f421g4u7,artery::at32f421g4u7,Artery,AT32,AT32F,AT32F421,AT32F421G4U7,AT32F421G4U7,G4U7,G4U7,,,QFN28,,,active,artery:cmsis:at32f421,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f421pf8p7,artery::at32f421pf8p7,Artery,AT32,AT32F,AT32F421,AT32F421PF8P7,AT32F421PF8P7,PF8P7,F8P7,,,QFN20,,,active,artery:cmsis:at32f421,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f421pf4p7,artery::at32f421pf4p7,Artery,AT32,AT32F,AT32F421,AT32F421PF4P7,AT32F421PF4P7,PF4P7,F4P7,,,QFN20,,,active,artery:cmsis:at32f421,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f4212c8t7,artery::at32f4212c8t7,Artery,AT32,AT32F,AT32F4212,AT32F4212C8T7,AT32F4212C8T7,C8T7,C8T7,,,LQFP48,,,active,artery:cmsis:at32f4212,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f422c8t7,artery::at32f422c8t7,Artery,AT32,AT32F,AT32F422,AT32F422C8T7,AT32F422C8T7,C8T7,C8T7,,,LQFP48,,,active,artery:cmsis:at32f422,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f422c6t7,artery::at32f422c6t7,Artery,AT32,AT32F,AT32F422,AT32F422C6T7,AT32F422C6T7,C6T7,C6T7,,,LQFP48,,,active,artery:cmsis:at32f422,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f422c4t7,artery::at32f422c4t7,Artery,AT32,AT32F,AT32F422,AT32F422C4T7,AT32F422C4T7,C4T7,C4T7,,,LQFP48,,,active,artery:cmsis:at32f422,https://github.com/ArteryTek/AT32F421_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423k8u7-4,artery::at32f423k8u7-4,Artery,AT32,AT32F,AT32F423,AT32F423K8U7_4,AT32F423K8U7_4,K8U7_4,U7_4,,,QFN32,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423kbu7-4,artery::at32f423kbu7-4,Artery,AT32,AT32F,AT32F423,AT32F423KBU7_4,AT32F423KBU7_4,KBU7_4,U7_4,,,QFN32,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423kcu7-4,artery::at32f423kcu7-4,Artery,AT32,AT32F,AT32F423,AT32F423KCU7_4,AT32F423KCU7_4,KCU7_4,U7_4,,,QFN32,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423t8u7,artery::at32f423t8u7,Artery,AT32,AT32F,AT32F423,AT32F423T8U7,AT32F423T8U7,T8U7,T8U7,,,,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423tbu7,artery::at32f423tbu7,Artery,AT32,AT32F,AT32F423,AT32F423TBU7,AT32F423TBU7,TBU7,TBU7,,,,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423tcu7,artery::at32f423tcu7,Artery,AT32,AT32F,AT32F423,AT32F423TCU7,AT32F423TCU7,TCU7,TCU7,,,,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423c8u7,artery::at32f423c8u7,Artery,AT32,AT32F,AT32F423,AT32F423C8U7,AT32F423C8U7,C8U7,C8U7,,,LQFP48,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423cbu7,artery::at32f423cbu7,Artery,AT32,AT32F,AT32F423,AT32F423CBU7,AT32F423CBU7,CBU7,CBU7,,,LQFP48,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423ccu7,artery::at32f423ccu7,Artery,AT32,AT32F,AT32F423,AT32F423CCU7,AT32F423CCU7,CCU7,CCU7,,,LQFP48,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423c8t7,artery::at32f423c8t7,Artery,AT32,AT32F,AT32F423,AT32F423C8T7,AT32F423C8T7,C8T7,C8T7,,,LQFP48,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423cbt7,artery::at32f423cbt7,Artery,AT32,AT32F,AT32F423,AT32F423CBT7,AT32F423CBT7,CBT7,CBT7,,,LQFP48,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423cct7,artery::at32f423cct7,Artery,AT32,AT32F,AT32F423,AT32F423CCT7,AT32F423CCT7,CCT7,CCT7,,,LQFP48,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423r8t7-7,artery::at32f423r8t7-7,Artery,AT32,AT32F,AT32F423,AT32F423R8T7_7,AT32F423R8T7_7,R8T7_7,T7_7,,,LQFP64,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423rbt7-7,artery::at32f423rbt7-7,Artery,AT32,AT32F,AT32F423,AT32F423RBT7_7,AT32F423RBT7_7,RBT7_7,T7_7,,,LQFP64,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423rct7-7,artery::at32f423rct7-7,Artery,AT32,AT32F,AT32F423,AT32F423RCT7_7,AT32F423RCT7_7,RCT7_7,T7_7,,,LQFP64,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423r8t7,artery::at32f423r8t7,Artery,AT32,AT32F,AT32F423,AT32F423R8T7,AT32F423R8T7,R8T7,R8T7,,,LQFP64,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423rbt7,artery::at32f423rbt7,Artery,AT32,AT32F,AT32F423,AT32F423RBT7,AT32F423RBT7,RBT7,RBT7,,,LQFP64,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423rct7,artery::at32f423rct7,Artery,AT32,AT32F,AT32F423,AT32F423RCT7,AT32F423RCT7,RCT7,RCT7,,,LQFP64,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423v8t7,artery::at32f423v8t7,Artery,AT32,AT32F,AT32F423,AT32F423V8T7,AT32F423V8T7,V8T7,V8T7,,,LQFP100,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423vbt7,artery::at32f423vbt7,Artery,AT32,AT32F,AT32F423,AT32F423VBT7,AT32F423VBT7,VBT7,VBT7,,,LQFP100,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423vct7,artery::at32f423vct7,Artery,AT32,AT32F,AT32F423,AT32F423VCT7,AT32F423VCT7,VCT7,VCT7,,,LQFP100,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32f423cbu7-7,artery::at32f423cbu7-7,Artery,AT32,AT32F,AT32F423,AT32F423CBU7_7,AT32F423CBU7_7,CBU7_7,U7_7,,,LQFP48,,,active,artery:cmsis:at32f423,https://github.com/ArteryTek/AT32F423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32a423k8u7-4,artery::at32a423k8u7-4,Artery,AT32,AT32A,AT32A423,AT32A423K8U7_4,AT32A423K8U7_4,K8U7_4,U7_4,,,QFN32,,,active,artery:cmsis:at32a423,https://github.com/ArteryTek/AT32A423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32a423kbu7-4,artery::at32a423kbu7-4,Artery,AT32,AT32A,AT32A423,AT32A423KBU7_4,AT32A423KBU7_4,KBU7_4,U7_4,,,QFN32,,,active,artery:cmsis:at32a423,https://github.com/ArteryTek/AT32A423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32a423kcu7-4,artery::at32a423kcu7-4,Artery,AT32,AT32A,AT32A423,AT32A423KCU7_4,AT32A423KCU7_4,KCU7_4,U7_4,,,QFN32,,,active,artery:cmsis:at32a423,https://github.com/ArteryTek/AT32A423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32a423t8u7,artery::at32a423t8u7,Artery,AT32,AT32A,AT32A423,AT32A423T8U7,AT32A423T8U7,T8U7,T8U7,,,,,,active,artery:cmsis:at32a423,https://github.com/ArteryTek/AT32A423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32a423tbu7,artery::at32a423tbu7,Artery,AT32,AT32A,AT32A423,AT32A423TBU7,AT32A423TBU7,TBU7,TBU7,,,,,,active,artery:cmsis:at32a423,https://github.com/ArteryTek/AT32A423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
artery::at32a423tcu7,artery::at32a423tcu7,Artery,AT32,AT32A,AT32A423,AT32A423TCU7,AT32A423TCU7,TCU7,TCU7,,,,,,active,artery:cmsis:at32a423,https://github.com/ArteryTek/AT32A423_CMSIS_Driver,2026-08-24T07:52:02+00:00,manufacturer_product_page,exact_official_model;wildcard_suffixes_not_generated
