product_line_id,manufacturer,product_type,architecture_class,family,series,product_line,device_variant_count,source_ids,observed_at,verification_status
gigadevice::gd32::gd32f10x::gd32f105,GigaDevice,general_purpose_mcu,Cortex-M3,GD32,GD32F10x,GD32F105,19,cmsis:GigaDevice.GD32F10x_DFP@2.0.3,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32f10x::gd32f107,GigaDevice,general_purpose_mcu,Cortex-M3,GD32,GD32F10x,GD32F107,17,cmsis:GigaDevice.GD32F10x_DFP@2.0.3,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32f1x0::gd32f130,GigaDevice,general_purpose_mcu,Cortex-M3,GD32,GD32F1x0,GD32F130,13,cmsis:GigaDevice.GD32F1x0_DFP@3.2.1,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32f1x0::gd32f150,GigaDevice,general_purpose_mcu,Cortex-M3,GD32,GD32F1x0,GD32F150,12,cmsis:GigaDevice.GD32F1x0_DFP@3.2.1,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32f1x0::gd32f170,GigaDevice,general_purpose_mcu,Cortex-M3,GD32,GD32F1x0,GD32F170,7,cmsis:GigaDevice.GD32F1x0_DFP@3.2.1,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32f1x0::gd32f190,GigaDevice,general_purpose_mcu,Cortex-M3,GD32,GD32F1x0,GD32F190,9,cmsis:GigaDevice.GD32F1x0_DFP@3.2.1,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32f20x::gd32f205,GigaDevice,general_purpose_mcu,Cortex-M3,GD32,GD32F20x,GD32F205,12,cmsis:GigaDevice.GD32F20x_DFP@2.2.3,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32f20x::gd32f207,GigaDevice,general_purpose_mcu,Cortex-M3,GD32,GD32F20x,GD32F207,15,cmsis:GigaDevice.GD32F20x_DFP@2.2.3,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32f30x::gd32f303,GigaDevice,general_purpose_mcu,Cortex-M4,GD32,GD32F30x,GD32F303,21,cmsis:GigaDevice.GD32F30x_DFP@2.2.1,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32f30x::gd32f305,GigaDevice,general_purpose_mcu,Cortex-M4,GD32,GD32F30x,GD32F305,10,cmsis:GigaDevice.GD32F30x_DFP@2.2.1,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32f30x::gd32f307,GigaDevice,general_purpose_mcu,Cortex-M4,GD32,GD32F30x,GD32F307,9,cmsis:GigaDevice.GD32F30x_DFP@2.2.1,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32f3x0::gd32f310,GigaDevice,general_purpose_mcu,Cortex-M4,GD32,GD32F3x0,GD32F310,7,cmsis:GigaDevice.GD32F3x0_DFP@3.0.2,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32f3x0::gd32f330,GigaDevice,general_purpose_mcu,Cortex-M4,GD32,GD32F3x0,GD32F330,15,cmsis:GigaDevice.GD32F3x0_DFP@3.0.2,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32f3x0::gd32f350,GigaDevice,general_purpose_mcu,Cortex-M4,GD32,GD32F3x0,GD32F350,14,cmsis:GigaDevice.GD32F3x0_DFP@3.0.2,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32f4xx::gd32f403,GigaDevice,general_purpose_mcu,Cortex-M4,GD32,GD32F4xx,GD32F403,15,cmsis:GigaDevice.GD32F4xx_DFP@3.0.3,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32f4xx::gd32f405,GigaDevice,general_purpose_mcu,Cortex-M4,GD32,GD32F4xx,GD32F405,7,cmsis:GigaDevice.GD32F4xx_DFP@3.0.3,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32f4xx::gd32f407,GigaDevice,general_purpose_mcu,Cortex-M4,GD32,GD32F4xx,GD32F407,12,cmsis:GigaDevice.GD32F4xx_DFP@3.0.3,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32f4xx::gd32f425,GigaDevice,general_purpose_mcu,Cortex-M4,GD32,GD32F4xx,GD32F425,7,cmsis:GigaDevice.GD32F4xx_DFP@3.0.3,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32f4xx::gd32f427,GigaDevice,general_purpose_mcu,Cortex-M4,GD32,GD32F4xx,GD32F427,12,cmsis:GigaDevice.GD32F4xx_DFP@3.0.3,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32f4xx::gd32f450,GigaDevice,general_purpose_mcu,Cortex-M4,GD32,GD32F4xx,GD32F450,11,cmsis:GigaDevice.GD32F4xx_DFP@3.0.3,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32f4xx::gd32f470,GigaDevice,general_purpose_mcu,Cortex-M4,GD32,GD32F4xx,GD32F470,11,cmsis:GigaDevice.GD32F4xx_DFP@3.0.3,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32l23x::gd32l233,GigaDevice,general_purpose_mcu,Cortex-M23,GD32,GD32L23x,GD32L233,8,cmsis:GigaDevice.GD32L23x_DFP@1.0.3,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
gigadevice::gd32::gd32w51x::gd32w515,GigaDevice,general_purpose_mcu,Cortex-M33,GD32,GD32W51x,GD32W515,4,cmsis:GigaDevice.GD32W51x_DFP@1.0.3,2026-08-12T07:48:53+00:00,cmsis_pack_metadata
